claim_id,serial_number,part_number,claim_date,mileage,dealer_id,customer_complaint,technician_notes
WC-2024-00233,PSN-TCM3200-01887,TCM-3200,2024-02-27,419867,DLR-0010,"Second time this month. engagement feels soft, like it slips before grabbing. Third driver to complain about this unit.",Replaced TCM-3200. Solenoid Pack failure - shift solenoid B stuck closed. Resistance out of spec at 2.1 ohms vs 5.5 spec. Clean break in coil winding. Main PCB tested normal with substitute solenoid. Solenoid is the failure.
WC-2024-00407,PSN-EXM4100-01220,EXM-4100,2025-06-20,608975,DLR-0008,Driver reports can smell exhaust in the cab at idle. Third driver to complain about this unit.,Replaced EXM-4100. Gasket Set failure at cylinder 3 port. Visible blow-by pattern on gasket surface. Manifold face checked flat. Stud torques were in spec. Gasket material failed.
WC-2024-00410,PSN-EXM4100-03206,EXM-4100,2025-04-20,66379,DLR-0020,"Exhaust manifold is loose, studs look stretched. Been like this for about a week.",EXM-4100 replaced. Two Mounting Stud Kit studs stretched beyond spec. One stud broken flush with block. Manifold was loose causing exhaust leak. Stud failure from thermal cycling.
WC-2024-00439,PSN-EXM4100-01912,EXM-4100,2024-05-20,320623,DLR-0006,"Fleet manager called, driver says temp gauge for exhaust is reading crazy numbers",EXM-4100 replaced. Pyrometer Boss thread seal failed. Getting false EGT readings. Pyrometer seating surface eroded from exhaust gas blow-by. Sensor readings unreliable.
WC-2024-00273,PSN-ACM2800-04782,ACM-2800,2025-07-14,393645,DLR-0006,"Road call. air leak at the compressor, pressure drops at idle. Third driver to complain about this unit.",ACM-2800 replaced. Compressor Head valve plate eroded. Discharge valve not sealing. Compressor pumping air back and forth instead of building pressure. Head assembly failure.
WC-2024-00104,PSN-TC5000-03622,TC-5000,2024-03-10,270100,DLR-0015,"Driver refused load, says high pitched whine from engine compartment. Need this truck back ASAP.",TC-5000 assembly replaced. Turbine Wheel failure - blade liberation event. One blade missing entirely. Scoring on housing bore. Oil Feed Line intact. Compressor side undamaged. FOD from turbine side only.
WC-2024-00271,PSN-ACM2800-04486,ACM-2800,2024-06-23,167051,DLR-0022,"Driver brought truck in, slow pressure build and oil in the air tanks. Need this truck back ASAP.",Replaced ACM-2800. Worn Piston and Cylinder Kit caused sustained oil carryover which fouled the Intake Filter and contaminated the Governor diaphragm. Multiple secondary failures all traced back to Piston Kit wear.
WC-2024-00433,PSN-EXM4100-00997,EXM-4100,2024-09-25,200793,DLR-0010,"Driver pulled off highway, exhaust leak sound at the manifold, louder when cold",EXM-4100 replaced. Gasket Set leaking at two cylinder ports. Exhaust soot pattern visible on gasket faces. Ticking noise confirmed as exhaust leak. Manifold Casting surface inspected - no cracks.
WC-2024-00056,PSN-TC5000-03802,TC-5000,2025-08-16,480548,DLR-0021,"Driver reports black smoke and low power, especially under load. Only happens when loaded.",Replaced TC-5000 turbo. VGT Actuator found mechanically locked in mid-position. Applied manual force to free it but returned to stuck position under exhaust load. Oil Feed Line checked clear. Heat Shield secure.
WC-2024-00209,PSN-TCM3200-02789,TCM-3200,2024-09-21,580017,DLR-0012,"Fleet manager called, driver says unpredictable shifting, driver afraid to take the highway. Worse when hot outside.",Replaced TCM-3200. Main PCB driver circuit for shift solenoids failing intermittently. Module commands gear change but signal never reaches solenoid. Internal board trace issue. Solenoid Pack tested independently and works fine.
WC-2024-00298,PSN-ACM2800-03309,ACM-2800,2024-07-10,110747,DLR-0022,Driver reports air pressure drops when sitting at idle. Other trucks in fleet don't do this.,ACM-2800 replacement. Piston and Cylinder Kit worn - rings stuck in grooves from oil carbon. Blow-by excessive. Air Dryer Interface Gasket also oil soaked but not leaking. Piston Kit is primary.
WC-2024-00073,PSN-TC5000-02963,TC-5000,2024-02-10,500304,DLR-0008,"Came in for PM, driver mentioned no boost at all now, was intermittent last week",Replaced TC-5000 turbo. VGT Actuator found mechanically locked in mid-position. Applied manual force to free it but returned to stuck position under exhaust load. Oil Feed Line checked clear. Heat Shield secure.
WC-2024-00122,PSN-TC5000-03712,TC-5000,2025-06-12,152801,DLR-0007,Turbo sounds like it's coming apart,Replaced TC-5000. Turbine Wheel has visible blade damage - two blades cracked at root. Metal debris found in turbine housing. Bearing Housing contaminated with metal particles. Turbine Wheel fatigue failure is root cause.
WC-2024-00286,PSN-ACM2800-01991,ACM-2800,2025-09-08,506195,DLR-0024,"Brought in on tow, air pressure drops when sitting at idle. Other trucks in fleet don't do this.",ACM-2800 swap. Piston and Cylinder Kit failure confirmed with leak-down test. 60 percent leakage past rings at TDC. Normal is under 15 percent. Cylinder has vertical scoring. Compressor head gasket still sealing.
WC-2024-00308,PSN-ACM2800-02316,ACM-2800,2025-03-21,322829,DLR-0016,"Air leaking from the compressor, can hear it. First noticed it yesterday.",ACM-2800 replaced. Compressor Head valve plate eroded. Discharge valve not sealing. Compressor pumping air back and forth instead of building pressure. Head assembly failure.
WC-2024-00472,PSN-SGB6500-04496,SGB-6500,2025-07-19,314366,DLR-0022,Customer complaint: power steering feels like it's not working sometimes. Worse when hot outside.,SGB-6500 replaced. Housing Casting cracked at mounting ear. Stress crack from frame flex. Gearbox loose on frame causing clunking and increased steering effort.
WC-2024-00485,PSN-SGB6500-01964,SGB-6500,2024-12-23,60700,DLR-0015,"Driver refused load, says steering fluid leak at one of the line connections. Happened twice today.",SGB-6500 replaced. Hydraulic Fitting Set pressure line fitting cracked. Slow fluid loss causing intermittent hard steering. Found fluid puddle at fitting. O-ring also deteriorated. Fitting replacement attempted but threads damaged.
WC-2024-00416,PSN-EXM4100-01976,EXM-4100,2025-06-05,510676,DLR-0012,"Driver refused load, says exhaust leak right where manifold meets the turbo. Happened on I-90 westbound.",Replaced EXM-4100. Expansion Joint bellows cracked circumferentially. Exhaust leak at turbo interface. Joint lost flexibility from age and thermal cycles. No other manifold damage.
WC-2024-00178,PSN-TCM3200-00466,TCM-3200,2024-11-19,51125,DLR-0017,"Driver reports shifting erratically, dealer reset codes but came back. Only happens when loaded.",TCM-3200 swap. Main PCB diagnosed as root cause of intermittent shift faults. Power supply section of the board shows thermal discoloration. Board is failing under heat soak conditions. Firmware version current.
WC-2024-00003,PSN-TC5000-04696,TC-5000,2025-02-21,204673,DLR-0023,"Called from truck stop, lost power on mountain grade, barely made it to the top. Been like this for about a week.",Replaced TC-5000 turbo. VGT Actuator found mechanically locked in mid-position. Applied manual force to free it but returned to stuck position under exhaust load. Oil Feed Line checked clear. Heat Shield secure.
WC-2024-00153,PSN-TCM3200-02266,TCM-3200,2025-10-04,318531,DLR-0023,"Brought in on tow, limp mode on cold mornings, clears after 20 minutes. Can't keep running like this.",TCM-3200 replaced. Main PCB analog to digital converter failing. Module reading incorrect voltage from all pressure sensors even though sensor output is correct. Board-level ADC chip failure.
WC-2024-00053,PSN-TC5000-03212,TC-5000,2023-11-22,558889,DLR-0003,"Driver pulled off highway, over-boosting on cold starts, boost gauge pegged. Third driver to complain about this unit.",Replaced TC-5000. Wastegate Valve stuck fully open. Spring broken. Unable to control boost pressure. Turbo cannot build boost above 5 PSI. All other components inspected and serviceable.
WC-2024-00113,PSN-TC5000-01322,TC-5000,2025-04-24,608373,DLR-0005,"Brought in on tow, charge air cooler full of oil, turbo related. Can't keep running like this.",Replaced TC-5000. Compressor Wheel seal failure allowing oil migration into charge air system. Charge air cooler contaminated. Bearing Housing oil seal on compressor side deteriorated. Compressor Wheel inducer shows light rub marks.
WC-2024-00065,PSN-TC5000-00284,TC-5000,2024-04-26,263837,DLR-0018,Second time this month. excessive oil consumption and turbo noise. Third driver to complain about this unit.,Replaced turbo. Bearing Housing oil seal failure on exhaust side causing external oil leak and smoke. Shaft play at limit. Oil Feed Line flow tested normal. Bearing wear is the failure.
WC-2024-00398,PSN-EXM4100-00393,EXM-4100,2023-12-23,643388,DLR-0015,"Came in for PM, driver mentioned manifold rattling, one stud broke off. Worse when hot outside.",EXM-4100 replaced. Two Mounting Stud Kit studs stretched beyond spec. One stud broken flush with block. Manifold was loose causing exhaust leak. Stud failure from thermal cycling.
WC-2024-00494,PSN-SGB6500-01009,SGB-6500,2024-08-04,183121,DLR-0017,"Came in for PM, driver mentioned fluid dripping from where the shaft goes into the gearbox",Replaced SGB-6500. Input Shaft Seal leaking power steering fluid at the column connection. Fluid on the floor under the dash. Seal has hardened and cracked from age. No shaft damage.
WC-2024-00296,PSN-ACM2800-04813,ACM-2800,2024-06-10,634564,DLR-0012,New driver on this truck reports air tanks won't fill to cutoff anymore,ACM-2800 replaced. Piston and Cylinder Kit worn. Excessive oil carryover into air system. Oil found in air tanks and air dryer was saturated. Cylinder Kit causing both pressure loss and oil contamination.
WC-2024-00042,PSN-TC5000-01217,TC-5000,2024-10-10,486447,DLR-0011,"Came in for PM, driver mentioned power drops off randomly during acceleration. Need this truck back ASAP.",Turbo assembly replaced. VGT Actuator intermittent - works sometimes and sticks other times. Carbon deposit on vane ring pivot points traced back to actuator not cycling properly. Compressor side clean.
WC-2024-00473,PSN-SGB6500-01291,SGB-6500,2023-11-03,428347,DLR-0014,Power steering fluid leaking at the steering column,SGB-6500 replaced. Input Shaft Seal failure causing external fluid leak. Low fluid triggered hard steering complaint. Seal is primary failure. Shaft surface has minor scoring but within limits.
WC-2024-00039,PSN-TC5000-00240,TC-5000,2024-07-01,122617,DLR-0016,"Operator called in saying can't maintain speed on hills, turbo feels dead. Happened on I-90 westbound.",Replaced TC-5000. VGT Actuator failure was primary cause. Actuator stuck closed causing sustained over-boost that appears to have stressed the Wastegate Valve spring beyond limits. Both sub-components damaged. Recommend reviewing boost control logic.
WC-2024-00112,PSN-TC5000-02448,TC-5000,2024-07-20,507087,DLR-0015,New driver on this truck reports grinding noise and loss of power at same time. Other trucks in fleet don't do this.,TC-5000 assembly replaced. Turbine Wheel failure - blade liberation event. One blade missing entirely. Scoring on housing bore. Oil Feed Line intact. Compressor side undamaged. FOD from turbine side only.
WC-2024-00207,PSN-TCM3200-04371,TCM-3200,2025-05-21,618158,DLR-0020,"Driver pulled off highway, transmission feels confused, shifts too early then too late. First noticed it yesterday.",TCM-3200 replaced. Main PCB analog to digital converter failing. Module reading incorrect voltage from all pressure sensors even though sensor output is correct. Board-level ADC chip failure.
WC-2024-00405,PSN-EXM4100-04269,EXM-4100,2025-09-05,399494,DLR-0013,"Called from truck stop, burning smell from engine, wiring looks melted near exhaust. First noticed it yesterday.",Replaced EXM-4100 Exhaust Manifold Assembly. Heat Shield cracked and partially detached. Adjacent wiring harness showing heat damage. Underhood temps at manifold measured 200F above normal. Heat Shield failure allowed direct exhaust radiation to nearby components.
WC-2024-00186,PSN-TCM3200-03708,TCM-3200,2024-07-26,506298,DLR-0005,"Driver refused load, says intermittent communication error with trans module. Started after fueling up.",Replaced TCM-3200. Found Wiring Harness chafed against frame bracket. Intermittent short on CAN bus line causing communication dropouts. Repaired harness routing but replaced module as precaution due to possible ECM damage from shorts.
WC-2024-00218,PSN-TCM3200-01319,TCM-3200,2024-07-09,587837,DLR-0014,"Fleet down, limp mode twice this week, no consistent trigger. Happened on I-90 westbound.",Replaced TCM-3200. Main PCB fault causing erratic pressure commands. Extended operation burned out the Pressure Transducer from constant overcurrent sensing requests. Main PCB failure is primary.
WC-2024-00418,PSN-EXM4100-00840,EXM-4100,2025-01-09,399441,DLR-0004,"Driver refused load, says something smells hot under the hood after a long run. Worse when hot outside.",Replaced EXM-4100. Heat Shield failure exposed adjacent components to direct exhaust heat. Expansion Joint bellows hardened and cracked. Also found early stage heat damage on Pyrometer Boss wiring. Heat Shield root cause.
WC-2024-00098,PSN-TC5000-03229,TC-5000,2024-03-04,454061,DLR-0003,"Operator called in saying burning smell from engine, found melted wire loom near turbo. Third driver to complain about this unit.","Replaced TC-5000 due to heat damage. Heat Shield cracked and separated allowing exhaust temps to damage adjacent wiring and the VGT Actuator connector. Heat Shield is primary failure, VGT connector melted as secondary damage."
WC-2024-00236,PSN-TCM3200-00590,TCM-3200,2025-04-23,425179,DLR-0025,Repeat visit. harsh shifting and check trans light keeps flickering. Been like this for about a week.,Replaced TCM-3200. Main PCB fault causing erratic pressure commands. Extended operation burned out the Pressure Transducer from constant overcurrent sensing requests. Main PCB failure is primary.
WC-2024-00228,PSN-TCM3200-02260,TCM-3200,2025-08-29,111241,DLR-0009,Delayed engagement when shifting from park to drive,Replaced TCM-3200. Solenoid Pack failure - shift solenoid B stuck closed. Resistance out of spec at 2.1 ohms vs 5.5 spec. Clean break in coil winding. Main PCB tested normal with substitute solenoid. Solenoid is the failure.
WC-2024-00429,PSN-EXM4100-03553,EXM-4100,2025-01-20,158438,DLR-0017,"Brought in on tow, eGT readings jumping all over the place. First noticed it yesterday.",EXM-4100 replaced. Pyrometer Boss thread seal failed. Getting false EGT readings. Pyrometer seating surface eroded from exhaust gas blow-by. Sensor readings unreliable.
WC-2024-00137,PSN-TC5000-01478,TC-5000,2025-06-26,206843,DLR-0005,"Came in for PM, driver mentioned boost comes and goes, mostly goes lately. Happened twice today.",Replaced TC-5000 turbo. VGT Actuator found mechanically locked in mid-position. Applied manual force to free it but returned to stuck position under exhaust load. Oil Feed Line checked clear. Heat Shield secure.
WC-2024-00134,PSN-TC5000-04624,TC-5000,2025-01-02,92511,DLR-0002,"Road call. complete loss of boost pressure, truck barely moves loaded. Been like this for about a week.",Turbo replacement performed. VGT Actuator was binding intermittently. Could reproduce failure when actuator was cold. Electrical connector and wiring checked good. Issue is mechanical inside the actuator unit.
WC-2024-00103,PSN-TC5000-02507,TC-5000,2024-08-15,132991,DLR-0013,"Fleet down, terrible screeching noise from turbo area. Been like this for about a week.",Replaced TC-5000. Turbine Wheel has visible blade damage - two blades cracked at root. Metal debris found in turbine housing. Bearing Housing contaminated with metal particles. Turbine Wheel fatigue failure is root cause.
WC-2024-00415,PSN-EXM4100-01881,EXM-4100,2024-05-29,604501,DLR-0012,Driver reports burning plastic smell after pulling grades. Happened twice today.,"Replaced manifold. Heat Shield mounting tabs fatigued and broken. Shield sagging onto manifold surface. Adjacent electrical connector partially melted. Heat Shield must be replaced, electrical damage is secondary."
WC-2024-00470,PSN-SGB6500-02740,SGB-6500,2024-06-18,245199,DLR-0010,Road call. steering fluid leak at one of the line connections,SGB-6500 replaced. Hydraulic Fitting Set pressure line fitting cracked. Slow fluid loss causing intermittent hard steering. Found fluid puddle at fitting. O-ring also deteriorated. Fitting replacement attempted but threads damaged.
WC-2024-00136,PSN-TC5000-04974,TC-5000,2024-10-03,216537,DLR-0015,"Road call. oil in the intake piping, turbo seems to be leaking. Worse in cold weather.",Replaced TC-5000. Compressor Wheel seal failure allowing oil migration into charge air system. Charge air cooler contaminated. Bearing Housing oil seal on compressor side deteriorated. Compressor Wheel inducer shows light rub marks.
WC-2024-00193,PSN-TCM3200-02703,TCM-3200,2024-05-08,537188,DLR-0008,"Operator called in saying trans fine in morning, terrible in afternoon heat",TCM-3200 replaced. Temperature Sensor reading 30 degrees low at operating temp. Module commanding wrong shift strategy. Verified with external thermometer. Sensor failure causing inappropriate shift scheduling.
WC-2024-00166,PSN-TCM3200-03022,TCM-3200,2025-04-28,45130,DLR-0010,Trans acts up only when it's really hot outside. Happened on I-90 westbound.,TCM-3200 replaced. Temperature Sensor reading 30 degrees low at operating temp. Module commanding wrong shift strategy. Verified with external thermometer. Sensor failure causing inappropriate shift scheduling.
WC-2024-00372,PSN-EXM4100-03713,EXM-4100,2023-12-12,58471,DLR-0007,"Fleet manager called, driver says loss of power and EGR fault codes. Other trucks in fleet don't do this.",Replaced EXM-4100. EGR Port Insert heavily carboned causing flow restriction. EGR flow test failed. Insert bore reduced by approximately 40 percent. Engine running rich due to EGR underflow.
WC-2024-00017,PSN-TC5000-01858,TC-5000,2024-06-30,354750,DLR-0014,"Driver brought truck in, driver says it feels like driving without a turbo. Been like this for about a week.","Full turbo replacement. VGT Actuator response time exceeding 2 seconds, should be under 200ms. Slow response causing boost control issues. Cleaned and tested - still slow. Bearing Housing oil supply adequate."
WC-2024-00125,PSN-TC5000-01095,TC-5000,2024-09-20,392561,DLR-0013,Road call. metal grinding sound that gets louder with RPM. Truck has 392k miles.,Replaced TC-5000. Turbine Wheel has visible blade damage - two blades cracked at root. Metal debris found in turbine housing. Bearing Housing contaminated with metal particles. Turbine Wheel fatigue failure is root cause.
WC-2024-00081,PSN-TC5000-02571,TC-5000,2024-06-29,76793,DLR-0008,"Fleet manager called, driver says power drops off randomly during acceleration. Happened twice today.",Turbo replacement performed. VGT Actuator was binding intermittently. Could reproduce failure when actuator was cold. Electrical connector and wiring checked good. Issue is mechanical inside the actuator unit.
WC-2024-00417,PSN-EXM4100-02801,EXM-4100,2025-01-27,371153,DLR-0006,Second time this month. eGT readings jumping all over the place. Been like this for about a week.,EXM-4100 replaced. Pyrometer Boss thread seal failed. Getting false EGT readings. Pyrometer seating surface eroded from exhaust gas blow-by. Sensor readings unreliable.
WC-2024-00300,PSN-ACM2800-03410,ACM-2800,2025-10-02,552603,DLR-0024,"Brought in on tow, air leak at the compressor, pressure drops at idle. Third driver to complain about this unit.",Replaced ACM-2800. Compressor Head cracked at discharge port. Audible air leak when compressor loaded. Head gasket intact but head casting has fatigue crack. Compressor Head failure.
WC-2024-00309,PSN-ACM2800-02919,ACM-2800,2025-05-11,489587,DLR-0007,"Fleet manager called, driver says compressor cuts in and out way too often. Only happens when loaded.",Replaced ACM-2800. Governor not maintaining proper cut-in and cut-out pressure. Cycling between 95 and 105 PSI instead of 100 and 130. Diaphragm has small tear. Governor failure only.
WC-2024-00302,PSN-ACM2800-04261,ACM-2800,2024-03-15,634234,DLR-0005,Driver reports compressor runs constantly but pressure barely climbs. Happened on I-90 westbound.,Replaced air compressor. Piston and Cylinder Kit causing slow build. Driver reports low air warnings during stop and go driving. Compressor output insufficient for brake system demand. Kit is shot.
WC-2024-00062,PSN-TC5000-00032,TC-5000,2024-06-01,298439,DLR-0010,Repeat visit. turbo lag is getting worse every day. Getting worse every day.,Replaced TC-5000 assembly. VGT Actuator failure confirmed. Actuator not responding to ECM signal. Disassembled and found internal gear mechanism seized. Rest of turbo in acceptable condition.
WC-2024-00333,PSN-ACM2800-02001,ACM-2800,2023-09-06,541851,DLR-0012,Air system pressure builds really slow now,ACM-2800 swap. Piston and Cylinder Kit failure confirmed with leak-down test. 60 percent leakage past rings at TDC. Normal is under 15 percent. Cylinder has vertical scoring. Compressor head gasket still sealing.
WC-2024-00184,PSN-TCM3200-02667,TCM-3200,2024-09-02,284952,DLR-0012,"Fleet down, harsh shifting and check trans light keeps flickering. Other trucks in fleet don't do this.",TCM-3200 replaced. Main PCB fault confirmed with dealer diagnostic tool. Internal communication errors between processor and solenoid drivers on the PCB. No external damage. Connector pins clean. Board-level failure.
WC-2024-00212,PSN-TCM3200-02774,TCM-3200,2024-12-24,169647,DLR-0025,Driver says since last service transmission loses communication going over railroad tracks. Been like this for about a week.,TCM-3200 replaced. Wiring Harness internal break in shielding causing electromagnetic interference. Fault only appears near certain radio towers. Replaced harness section and module.
WC-2024-00419,PSN-EXM4100-00478,EXM-4100,2024-01-20,492472,DLR-0008,Ticking noise from exhaust that gets louder with RPM. Only happens when loaded.,Replaced EXM-4100. Gasket Set failure at cylinder 3 port. Visible blow-by pattern on gasket surface. Manifold face checked flat. Stud torques were in spec. Gasket material failed.
WC-2024-00426,PSN-EXM4100-02881,EXM-4100,2025-05-02,540863,DLR-0004,"Brought in on tow, exhaust leak sound at the manifold, louder when cold. Need this truck back ASAP.",EXM-4100 replaced. Gasket Set leaking at two cylinder ports. Exhaust soot pattern visible on gasket faces. Ticking noise confirmed as exhaust leak. Manifold Casting surface inspected - no cracks.
WC-2024-00487,PSN-SGB6500-04386,SGB-6500,2025-02-02,621973,DLR-0009,"Came in for PM, driver mentioned steering has a lot of play, wanders on the highway. Third driver to complain about this unit.",Replaced SGB-6500 Steering Gear Box. Sector Shaft has excessive spline wear. Measured 0.008 inch play at output vs 0.002 spec. Steering wanders at highway speed requiring constant correction. Sector Shaft wear is root cause.
WC-2024-00423,PSN-EXM4100-02910,EXM-4100,2024-12-05,46414,DLR-0011,"Driver brought truck in, hissing from the turbo connection on the manifold. Other trucks in fleet don't do this.",Replaced EXM-4100. Expansion Joint bellows cracked circumferentially. Exhaust leak at turbo interface. Joint lost flexibility from age and thermal cycles. No other manifold damage.
WC-2024-00337,PSN-ACM2800-04007,ACM-2800,2024-12-20,568064,DLR-0006,"Called from truck stop, air system pressure builds really slow now. Only happens when loaded.",ACM-2800 replaced due to Piston and Cylinder Kit wear. Build time to 120 PSI over 7 minutes. Spec is under 3 minutes. Bore measurement confirms taper and out of round. Governor cutting in and out normally.
WC-2024-00385,PSN-EXM4100-02554,EXM-4100,2025-04-02,102981,DLR-0015,Driver says since last service burning plastic smell after pulling grades. Happened on I-90 westbound.,Replaced exhaust manifold assembly. Heat Shield material delaminating. Insulation layer gone in two spots. Wiring loom directly above shows melted outer jacket. Heat Shield failure is root cause of thermal damage.
WC-2024-00480,PSN-SGB6500-04163,SGB-6500,2024-05-22,184001,DLR-0008,Repeat visit. steering wanders badly at highway speed,SGB-6500 replaced. Piston and Rack Assembly teeth worn on one side causing uneven steering effort left vs right. Probable impact damage at some point. Rack surface pitted.
WC-2024-00272,PSN-ACM2800-00153,ACM-2800,2025-07-21,98614,DLR-0015,"Driver brought truck in, low air buzzer going off all the time. Worse when hot outside.",ACM-2800 replaced. Piston and Cylinder Kit failure causing oil to pass into air system. Oil contamination destroyed the Air Dryer Interface Gasket downstream. Both failed but Piston Kit is root cause.
WC-2024-00360,PSN-ACM2800-03999,ACM-2800,2025-02-26,245636,DLR-0010,"Driver brought truck in, compressor cuts in and out way too often. Started after fueling up.",ACM-2800 replaced. Governor stuck in unloaded position. Compressor running but not building pressure above 80 PSI. Governor bypass test restored normal pressure. Governor defective.
WC-2024-00440,PSN-EXM4100-04121,EXM-4100,2025-06-20,313182,DLR-0013,Repeat visit. ticking on cold start that goes away when warm. Happened twice today.,EXM-4100 replaced. Gasket Set leaking at two cylinder ports. Exhaust soot pattern visible on gasket faces. Ticking noise confirmed as exhaust leak. Manifold Casting surface inspected - no cracks.
WC-2024-00170,PSN-TCM3200-00601,TCM-3200,2024-10-22,62711,DLR-0016,"Unpredictable shifting, driver afraid to take the highway. Worse in cold weather.",TCM-3200 replaced. Main PCB failure caused sustained incorrect line pressure commands which damaged Solenoid Pack. Two solenoids showing burnt coils from excessive duty cycle commanded by failed board. PCB is root cause.
WC-2024-00464,PSN-SGB6500-03313,SGB-6500,2024-05-25,507518,DLR-0005,"Customer complaint: truck pulls to one side, steering feels loose. Happened on I-90 westbound.",SGB-6500 replaced. Piston and Rack Assembly teeth worn on one side causing uneven steering effort left vs right. Probable impact damage at some point. Rack surface pitted.
WC-2024-00135,PSN-TC5000-01950,TC-5000,2024-09-02,641953,DLR-0003,Driver says since last service boost spikes way too high then drops off. Happened on I-90 westbound.,Replaced TC-5000. Wastegate Valve stuck fully open. Spring broken. Unable to control boost pressure. Turbo cannot build boost above 5 PSI. All other components inspected and serviceable.
WC-2024-00412,PSN-EXM4100-00472,EXM-4100,2025-08-06,606385,DLR-0015,New driver on this truck reports ticking on cold start that goes away when warm,EXM-4100 replaced. Gasket Set leaking at two cylinder ports. Exhaust soot pattern visible on gasket faces. Ticking noise confirmed as exhaust leak. Manifold Casting surface inspected - no cracks.
WC-2024-00021,PSN-TC5000-00338,TC-5000,2024-09-01,629296,DLR-0013,"Driver says since last service boost gauge reads low, truck struggles with trailer. Happened on I-90 westbound.",TC-5000 replaced due to VGT Actuator failure. Actuator motor drawing excessive current. Position feedback erratic. Inspected turbine and compressor wheels - no contact damage. Oil feed line clear.
WC-2024-00145,PSN-TC5000-02726,TC-5000,2024-05-09,172001,DLR-0012,"New driver on this truck reports burning smell from engine, found melted wire loom near turbo","Replaced TC-5000 due to heat damage. Heat Shield cracked and separated allowing exhaust temps to damage adjacent wiring and the VGT Actuator connector. Heat Shield is primary failure, VGT connector melted as secondary damage."
WC-2024-00195,PSN-TCM3200-03140,TCM-3200,2024-04-27,514805,DLR-0005,Driver says since last service truck goes into limp mode for no reason then comes back. Third driver to complain about this unit.,Replaced transmission control module. Main PCB has micro-crack in power trace visible under scope. Fault intermittent - vibration and temperature dependent. Solenoid Pack resistance values all normal. PCB defect only.
WC-2024-00446,PSN-SGB6500-00537,SGB-6500,2024-05-06,274286,DLR-0023,"Customer says truck pulls to one side, steering feels loose. Truck was fine last month.",Replaced SGB-6500. Piston and Rack Assembly seal leaking internally. Power assist working but steering wanders as fluid bypasses the piston. External leak test passed. Internal bypass confirmed on bench.
WC-2024-00138,PSN-TC5000-01455,TC-5000,2025-04-18,409152,DLR-0004,Road call. turbo lag is getting worse every day. Getting worse every day.,TC-5000 swap. VGT Actuator failed closed causing persistent over-boost condition. Wastegate compensating but customer noticed power fluctuations. Actuator linkage corroded and frozen. Heat Shield showed slight discoloration but still serviceable.
WC-2024-00179,PSN-TCM3200-04678,TCM-3200,2024-06-28,574274,DLR-0006,Second time this month. shifting problems start after an hour of driving. Only happens when loaded.,TCM-3200 replaced. Temperature Sensor reading 30 degrees low at operating temp. Module commanding wrong shift strategy. Verified with external thermometer. Sensor failure causing inappropriate shift scheduling.
WC-2024-00202,PSN-TCM3200-02616,TCM-3200,2024-04-18,551550,DLR-0012,New driver on this truck reports harsh shifting and check trans light keeps flickering. Can't keep running like this.,Removed failed TCM-3200. Main PCB relay on the board clicking but not making consistent contact. Causes momentary power loss to solenoid drivers. Random harsh shift complaints match relay dropout pattern.
WC-2024-00012,PSN-TC5000-03166,TC-5000,2025-04-11,271830,DLR-0012,"Came in for PM, driver mentioned charge air cooler full of oil, turbo related. Started after fueling up.",Replaced TC-5000. Compressor Wheel seal failure allowing oil migration into charge air system. Charge air cooler contaminated. Bearing Housing oil seal on compressor side deteriorated. Compressor Wheel inducer shows light rub marks.
WC-2024-00327,PSN-ACM2800-04589,ACM-2800,2024-05-08,590724,DLR-0022,"Customer says compressor head is extremely hot, unloader not working. Driver wants a different truck.","Replaced ACM-2800. Unloader Valve stuck in loaded position. Compressor running hot, head temperature over 350F. Unloader piston corroded in bore. Valve failure causing overheating."
WC-2024-00187,PSN-TCM3200-00373,TCM-3200,2025-05-19,384202,DLR-0003,"Driver pulled off highway, limp mode twice this week, no consistent trigger. Third driver to complain about this unit.",Replaced module. Main PCB has water intrusion damage despite sealed housing. Suspect condensation from temperature cycling. Corrosion on several IC pins. Connector Housing seal was intact so moisture came from within.
WC-2024-00396,PSN-EXM4100-00567,EXM-4100,2024-05-26,341433,DLR-0002,"Brought in on tow, burning smell from engine, wiring looks melted near exhaust. Need this truck back ASAP.","Replaced manifold. Heat Shield mounting tabs fatigued and broken. Shield sagging onto manifold surface. Adjacent electrical connector partially melted. Heat Shield must be replaced, electrical damage is secondary."
WC-2024-00389,PSN-EXM4100-01055,EXM-4100,2025-04-21,428849,DLR-0003,Driver says since last service temp gauge for exhaust is reading crazy numbers. Started after fueling up.,EXM-4100 replaced. Pyrometer Boss thread seal failed. Getting false EGT readings. Pyrometer seating surface eroded from exhaust gas blow-by. Sensor readings unreliable.
WC-2024-00094,PSN-TC5000-03693,TC-5000,2023-08-30,300735,DLR-0007,"Repeat visit. turbo sounds rough, oil dripping from turbo drain",Replaced turbo. Bearing Housing oil seal failure on exhaust side causing external oil leak and smoke. Shaft play at limit. Oil Feed Line flow tested normal. Bearing wear is the failure.
WC-2024-00101,PSN-TC5000-04962,TC-5000,2024-11-06,222701,DLR-0012,"Driver says since last service over-boosting on cold starts, boost gauge pegged",Replaced TC-5000. Wastegate Valve stuck fully open. Spring broken. Unable to control boost pressure. Turbo cannot build boost above 5 PSI. All other components inspected and serviceable.
